ID,TEXT,LABELS,INCLUDED,TRANSLATED
464,These feminists hate men so much phir shaadi bhi aurton se hi kro lesbians hahaha.,"{'id': '464', 'text': 'These feminists hate men so much phir shaadi bhi aurton se hi kro lesbians hahaha.', 'labels': [{'start_index': '66', 'end_index': '74', 'text_fragment': 'lesbians', 'technique': 'Loaded Language'}]}",0,"These feminists hate men so much then marry Artoon, gay haha"
465,If medicine fails to cure your disease try praying to God. Khuda ke kalam mein shifa hai.,"{'id': '465', 'text': 'If medicine fails to cure your disease try praying to God. Khuda ke kalam mein shifa hai.', 'labels': [{'start_index': '0', 'end_index': '88', 'text_fragment': 'If medicine fails to cure your disease try praying to God. Khuda ke kalam mein shifa hai', 'technique': 'Appeal to authority'}]}",0,"If medicine does not cure your illness, try praying to God. There is healing in the Word of God."
466,In vitro fertilization is unnatural. Khuda ke kaam mein dakhal dena band kro.,"{'id': '466', 'text': 'In vitro fertilization is unnatural. Khuda ke kaam mein dakhal dena band kro.', 'labels': [{'start_index': '3', 'end_index': '35', 'text_fragment': 'vitro fertilization is unnatural', 'technique': 'Name calling/Labeling'}]}",0,In vitro fertilization is unnatural. Stop interfering with God's work.
467,People will watch porn happily but hate on pornstars. Itna doglapan kese ho jata ho.,"{'id': '467', 'text': 'People will watch porn happily but hate on pornstars. Itna doglapan kese ho jata ho.', 'labels': [{'start_index': '18', 'end_index': '22', 'text_fragment': 'porn', 'technique': 'Loaded Language'}, {'start_index': '43', 'end_index': '52', 'text_fragment': 'pornstars', 'technique': 'Loaded Language'}, {'start_index': '59', 'end_index': '67', 'text_fragment': 'doglapan', 'technique': 'Name calling/Labeling'}]}",0,People will happily watch porn but hate porn stars. You become so duplicitous.
468,Organ donation is messing with God's will. Khuda ne jo azaa humare jism mein dale hain hum unhe nikal ker dene wale kon hote hain.,"{'id': '468', 'text': ""Organ donation is messing with God's will. Khuda ne jo azaa humare jism mein dale hain hum unhe nikal ker dene wale kon hote hain."", 'labels': []}",0,"Organ donation is a mess with God's will. What God has put in us, who are we to get out of it?"
469,Iss Imran Khan ko deen ka manjan bechte hue sharam nhi aati jaise iski jawani guzri hai. He used to be the biggest playboy and spoiled rich kid lekin ab ziada molvi ban rha hai.,"{'id': '469', 'text': 'Iss Imran Khan ko deen ka manjan bechte hue sharam nhi aati jaise iski jawani guzri hai. He used to be the biggest playboy and spoiled rich kid lekin ab ziada molvi ban rha hai.', 'labels': [{'start_index': '0', 'end_index': '176', 'text_fragment': 'Iss Imran Khan ko deen ka manjan bechte hue sharam nhi aati jaise iski jawani guzri hai. He used to be the biggest playboy and spoiled rich kid lekin ab ziada molvi ban rha hai', 'technique': 'Smears'}, {'start_index': '0', 'end_index': '176', 'text_fragment': 'Iss Imran Khan ko deen ka manjan bechte hue sharam nhi aati jaise iski jawani guzri hai. He used to be the biggest playboy and spoiled rich kid lekin ab ziada molvi ban rha hai', 'technique': 'Whataboutism'}, {'start_index': '107', 'end_index': '122', 'text_fragment': 'biggest playboy', 'technique': 'Name calling/Labeling'}, {'start_index': '127', 'end_index': '143', 'text_fragment': 'spoiled rich kid', 'technique': 'Name calling/Labeling'}, {'start_index': '159', 'end_index': '164', 'text_fragment': 'molvi', 'technique': 'Name calling/Labeling'}, {'start_index': '89', 'end_index': '143', 'text_fragment': 'He used to be the biggest playboy and spoiled rich kid', 'technique': 'Exaggeration/Minimisation'}]}",0,"They sell religion to Imran Khan, they don't feel ashamed as he has passed his youth. He used to be the biggest playboy and rich kid but now Zeta is becoming a cleric"
470,Women back in the day used to do all household chores manually aur aj kal ki larkiyon ko mashinon ki asani ke bawajood kaam kerne mein mot aati hai.,"{'id': '470', 'text': 'Women back in the day used to do all household chores manually aur aj kal ki larkiyon ko mashinon ki asani ke bawajood kaam kerne mein mot aati hai.', 'labels': [{'start_index': '0', 'end_index': '62', 'text_fragment': 'Women back in the day used to do all household chores manually', 'technique': 'Exaggeration/Minimisation'}, {'start_index': '0', 'end_index': '147', 'text_fragment': 'Women back in the day used to do all household chores manually aur aj kal ki larkiyon ko mashinon ki asani ke bawajood kaam kerne mein mot aati hai', 'technique': 'Smears'}, {'start_index': '135', 'end_index': '147', 'text_fragment': 'mot aati hai', 'technique': 'Loaded Language'}]}",0,Earlier women used to do all the housework by hand and today's larks are dying to work despite the ease of machines.
471,Joint family system is so stupid. Poora khandan miyan biwi ke zaati mamlon mein ghusta hai and it's so dangerous for the relationship.,"{'id': '471', 'text': ""Joint family system is so stupid. Poora khandan miyan biwi ke zaati mamlon mein ghusta hai and it's so dangerous for the relationship."", 'labels': [{'start_index': '0', 'end_index': '32', 'text_fragment': 'Joint family system is so stupid', 'technique': 'Name calling/Labeling'}, {'start_index': '0', 'end_index': '133', 'text_fragment': ""Joint family system is so stupid. Poora khandan miyan biwi ke zaati mamlon mein ghusta hai and it's so dangerous for the relationship"", 'technique': 'Appeal to fear/prejudice'}, {'start_index': '103', 'end_index': '112', 'text_fragment': 'dangerous', 'technique': 'Loaded Language'}, {'start_index': '34', 'end_index': '90', 'text_fragment': 'Poora khandan miyan biwi ke zaati mamlon mein ghusta hai', 'technique': 'Exaggeration/Minimisation'}]}",0,Joint family system is very stupid. Poor reluctance intrudes into the verbal mamlon of the spouses and is very dangerous for the relationship.
472,"Inn feminists ko bomb se urra dena chahiye jo humare muashare mein fahashi phela rhi hain. Absolutely no compromise on our religion and values, teach them.","{'id': '472', 'text': 'Inn feminists ko bomb se urra dena chahiye jo humare muashare mein fahashi phela rhi hain. Absolutely no compromise on our religion and values, teach them.', 'labels': [{'start_index': '0', 'end_index': '142', 'text_fragment': 'Inn feminists ko bomb se urra dena chahiye jo humare muashare mein fahashi phela rhi hain. Absolutely no compromise on our religion and values', 'technique': 'Smears'}, {'start_index': '17', 'end_index': '34', 'text_fragment': 'bomb se urra dena', 'technique': 'Loaded Language'}, {'start_index': '67', 'end_index': '74', 'text_fragment': 'fahashi', 'technique': 'Loaded Language'}]}",0,"The women's rights inn should be bombarded by those who are living in the first place in our counsel. Absolutely no compromise on your religion and values, teach them."
473,Humari universities mein liberalism parhaya jaa rha hai aur nojawan nasal deen se dur ja rhi hai. I don't understand whether HEC is sleeping or it's fucking dead.,"{'id': '473', 'text': ""Humari universities mein liberalism parhaya jaa rha hai aur nojawan nasal deen se dur ja rhi hai. I don't understand whether HEC is sleeping or it's fucking dead."", 'labels': [{'start_index': '149', 'end_index': '161', 'text_fragment': 'fucking dead', 'technique': 'Loaded Language'}]}",0,Liberalism is being abandoned in our universities and the youth is moving away from religion. I don't understand if HEC is sleeping or dead.
474,Girls these days are so impatient and stubborn in marriage. Humari maaon ne bohat qurbaniyan di hain maarein khai hain ghar basane ke liye.,"{'id': '474', 'text': 'Girls these days are so impatient and stubborn in marriage. Humari maaon ne bohat qurbaniyan di hain maarein khai hain ghar basane ke liye.', 'labels': [{'start_index': '0', 'end_index': '46', 'text_fragment': 'Girls these days are so impatient and stubborn', 'technique': 'Name calling/Labeling'}, {'start_index': '0', 'end_index': '138', 'text_fragment': 'Girls these days are so impatient and stubborn in marriage. Humari maaon ne bohat qurbaniyan di hain maarein khai hain ghar basane ke liye', 'technique': 'Smears'}, {'start_index': '0', 'end_index': '138', 'text_fragment': 'Girls these days are so impatient and stubborn in marriage. Humari maaon ne bohat qurbaniyan di hain maarein khai hain ghar basane ke liye', 'technique': 'Presenting Irrelevant Data (Red Herring)'}, {'start_index': '101', 'end_index': '118', 'text_fragment': 'maarein khai hain', 'technique': 'Loaded Language'}, {'start_index': '60', 'end_index': '138', 'text_fragment': 'Humari maaon ne bohat qurbaniyan di hain maarein khai hain ghar basane ke liye', 'technique': 'Exaggeration/Minimisation'}, {'start_index': '82', 'end_index': '92', 'text_fragment': 'qurbaniyan', 'technique': 'Loaded Language'}]}",0,Nowadays girls are very impatient and stubborn in marriage. Our mothers have made great sacrifices and killed themselves to build a home.
475,Ye Bajwa 5 saal mein arab pati ho gya hai aur awaam bhook se mar rhi hain. Such looters should be tied in front of a tank and blown up.,"{'id': '475', 'text': 'Ye Bajwa 5 saal mein arab pati ho gya hai aur awaam bhook se mar rhi hain. Such looters should be tied in front of a tank and blown up.', 'labels': [{'start_index': '0', 'end_index': '73', 'text_fragment': 'Ye Bajwa 5 saal mein arab pati ho gya hai aur awaam bhook se mar rhi hain', 'technique': 'Exaggeration/Minimisation'}, {'start_index': '0', 'end_index': '134', 'text_fragment': 'Ye Bajwa 5 saal mein arab pati ho gya hai aur awaam bhook se mar rhi hain. Such looters should be tied in front of a tank and blown up', 'technique': 'Smears'}, {'start_index': '126', 'end_index': '134', 'text_fragment': 'blown up', 'technique': 'Loaded Language'}, {'start_index': '80', 'end_index': '87', 'text_fragment': 'looters', 'technique': 'Name calling/Labeling'}]}",0,This Bajwa has become an Arab in 5 years and people are killing him by mistake. Such looters should be tied in front of the tank and blown up.
476,Indian students are bagging scholarships one after another. Aur Pakistani abhi tak ratta system se nhi nikal paa rhe hadd ho gayi.,"{'id': '476', 'text': 'Indian students are bagging scholarships one after another. Aur Pakistani abhi tak ratta system se nhi nikal paa rhe hadd ho gayi.', 'labels': []}",0,Indian students are getting one scholarship after another. And the Pakistanis were still not able to get out of the Rata system.
477,Pakistan spends all its money on cricket blindly. Dhakanon dunya mein aur bhi khel hain. Aik football ki team hi bana lete Fifa worldcup ke liye.,"{'id': '477', 'text': 'Pakistan spends all its money on cricket blindly. Dhakanon dunya mein aur bhi khel hain. Aik football ki team hi bana lete Fifa worldcup ke liye.', 'labels': [{'start_index': '0', 'end_index': '48', 'text_fragment': 'Pakistan spends all its money on cricket blindly', 'technique': 'Exaggeration/Minimisation'}, {'start_index': '50', 'end_index': '58', 'text_fragment': 'Dhakanon', 'technique': 'Name calling/Labeling'}]}",0,Pakistan spends all its money blindly on cricket. There are other games in the push world. Just make a football team for the FIFA World Cup.
478,Why is Meezan Bank providing a daycare on site? Jinn aurton ko bache palne hain araam se ghar beth ke paalein na.,,0,Why is Meezan Bank providing day care on site? Those who want to escape do not start at home with ease
479,"Bachon ke baghair zindagi colorless, lonely aur unfulfilling hai.","{'id': '479', 'text': 'Bachon ke baghair zindagi colorless, lonely aur unfulfilling hai.', 'labels': [{'start_index': '0', 'end_index': '64', 'text_fragment': 'Bachon ke baghair zindagi colorless, lonely aur unfulfilling hai', 'technique': 'Exaggeration/Minimisation'}, {'start_index': '18', 'end_index': '60', 'text_fragment': 'zindagi colorless, lonely aur unfulfilling', 'technique': 'Name calling/Labeling'}]}",0,"Life without Bachon is colourless, lonely and incomplete."
480,Organizations should not have to give maternal leaves to women. Jisne bacha paida kia hai uska masla hai baki dunya ka nhi.,,0,"Institutions should not give maternity leave to women. The one who paid for the child has a problem, not the rest of the world"
481,If a wife can't even cook properly for the husband toh uska faida hi kia hai? Mard sara din mehnat kare aur biwi itna bhi na kre uske liye. Ridiculous.,,0,"If the wife cannot prepare food properly for her husband, then what is her sacrifice? The man should marry Sarah and the wife should not do that much. funny"
482,Women should keep themselves in shape for the husband after marriage. Warna mard ka dheyan toh dosri aurton ki taraf jaye ga na.,"{'id': '482', 'text': 'Women should keep themselves in shape for the husband after marriage. Warna mard ka dheyan toh dosri aurton ki taraf jaye ga na.', 'labels': []}",0,"Women should keep themselves stylish for their husbands after marriage. Otherwise, the man's attention will go to other people."
483,Women put so much make up on while going out. Phir kehti hain admi ghoorte hain humein.,,0,Women wear a lot of makeup when they go out. Then they say people want us.
484,Maryam Nawaz looks so plasticy after all the surgeries to her face. Iss chor family ne mulk ka paisa loot ke khoob apne uper lutaya hai.,"{'id': '484', 'text': 'Maryam Nawaz looks so plasticy after all the surgeries to her face. Iss chor family ne mulk ka paisa loot ke khoob apne uper lutaya hai.', 'labels': [{'start_index': '0', 'end_index': '135', 'text_fragment': 'Maryam Nawaz looks so plasticy after all the surgeries to her face. Iss chor family ne mulk ka paisa loot ke khoob apne uper lutaya hai', 'technique': 'Smears'}, {'start_index': '72', 'end_index': '83', 'text_fragment': 'chor family', 'technique': 'Name calling/Labeling'}, {'start_index': '95', 'end_index': '105', 'text_fragment': 'paisa loot', 'technique': 'Loaded Language'}]}",0,Maryam Nawaz looks so plastic after all her surgeries. This thieving family has looted the country's money and returned it to themselves.
485,Modeling is like soft porn. Jism dekhao paise kamao.,"{'id': '485', 'text': 'Modeling is like soft porn. Jism dekhao paise kamao.', 'labels': [{'start_index': '0', 'end_index': '26', 'text_fragment': 'Modeling is like soft porn', 'technique': 'Name calling/Labeling'}, {'start_index': '22', 'end_index': '26', 'text_fragment': 'porn', 'technique': 'Loaded Language'}, {'start_index': '28', 'end_index': '51', 'text_fragment': 'Jism dekhao paise kamao', 'technique': 'Slogans'}]}",0,Modeling is like soft porn. Show body earn money.
486,Iss pinki pirni ne besharmon ki tarah budhape mein Khan ke liye talaq le li. Such women contribute to bad reputation for the religion.,"{'id': '486', 'text': 'Iss pinki pirni ne besharmon ki tarah budhape mein Khan ke liye talaq le li. Such women contribute to bad reputation for the religion.', 'labels': [{'start_index': '0', 'end_index': '133', 'text_fragment': 'Iss pinki pirni ne besharmon ki tarah budhape mein Khan ke liye talaq le li. Such women contribute to bad reputation for the religion', 'technique': 'Smears'}, {'start_index': '64', 'end_index': '69', 'text_fragment': 'talaq', 'technique': 'Loaded Language'}]}",0,This pinky pirni ni beshermon ki tara budhpe got divorce for khan. Such women contribute to the defamation of religion.
487,Pta nhi inn actresses ke baap bhai kaise inko na mahram mardon ke saath chipakte dekh lete hain. I would be embarrassed to death if God forbid my sister did this shit.,"{'id': '487', 'text': 'Pta nhi inn actresses ke baap bhai kaise inko na mahram mardon ke saath chipakte dekh lete hain. I would be embarrassed to death if God forbid my sister did this shit.', 'labels': [{'start_index': '108', 'end_index': '128', 'text_fragment': 'embarrassed to death', 'technique': 'Loaded Language'}, {'start_index': '162', 'end_index': '166', 'text_fragment': 'shit', 'technique': 'Loaded Language'}, {'start_index': '97', 'end_index': '166', 'text_fragment': 'I would be embarrassed to death if God forbid my sister did this shit', 'technique': 'Exaggeration/Minimisation'}]}",0,"I don't know how Sarai actress's father and brother can see her clinging to a mahram man. If God forbid my sister does this act, I will die of shame."
488,These hugs and kisses in Pakistani serial need to stop. Islami mulk hai apni ikdaar ka thora toh khayal kro.,"{'id': '488', 'text': 'These hugs and kisses in Pakistani serial need to stop. Islami mulk hai apni ikdaar ka thora toh khayal kro.', 'labels': [{'start_index': '56', 'end_index': '67', 'text_fragment': 'Islami mulk', 'technique': 'Name calling/Labeling'}]}",0,"The hugs and kisses need to stop in the Pakistani series. It is an Islamic country, so think about your steps."
489,Aaj kal ki larkiyon ke dimagh inn dramas ne kharab kiay hai. Bibi real mein you won't get a prince charming. Learn to compromise.,"{'id': '489', 'text': ""Aaj kal ki larkiyon ke dimagh inn dramas ne kharab kiay hai. Bibi real mein you won't get a prince charming. Learn to compromise."", 'labels': [{'start_index': '92', 'end_index': '107', 'text_fragment': 'prince charming', 'technique': 'Name calling/Labeling'}]}",0,What has spoiled the brains of today's larks in the inn dramas? You won't find prince charming in BB Real. Learn to compromise.
490,Why should men's tax money be used to support feminist agendas? Tumhe toh equality chahiye na toh apni funding bhi khud karo phir. Nafsiati aurtein.,"{'id': '490', 'text': ""Why should men's tax money be used to support feminist agendas? Tumhe toh equality chahiye na toh apni funding bhi khud karo phir. Nafsiati aurtein."", 'labels': [{'start_index': '131', 'end_index': '147', 'text_fragment': 'Nafsiati aurtein', 'technique': 'Name calling/Labeling'}]}",0,"Why should men's tax money be used to support feminist agendas? You need equity, or else do your own funding. Nafsiati aurtein."
491,Pakistani dramas are normalizing extra marital affairs so much. Har dosre serial mein shohar kahein aur mun maar rha hota hai ajeeb.,"{'id': '491', 'text': 'Pakistani dramas are normalizing extra marital affairs so much. Har dosre serial mein shohar kahein aur mun maar rha hota hai ajeeb.', 'labels': [{'start_index': '104', 'end_index': '116', 'text_fragment': 'mun maar rha', 'technique': 'Loaded Language'}, {'start_index': '126', 'end_index': '131', 'text_fragment': 'ajeeb', 'technique': 'Name calling/Labeling'}, {'start_index': '33', 'end_index': '54', 'text_fragment': 'extra marital affairs', 'technique': 'Loaded Language'}, {'start_index': '64', 'end_index': '131', 'text_fragment': 'Har dosre serial mein shohar kahein aur mun maar rha hota hai ajeeb', 'technique': 'Exaggeration/Minimisation'}]}",0,"Pakistani dramas are normalizing extramarital relationships. In every other serial, the city is wandering somewhere else."
492,Having children is such a burden and waste of life. Khilao pilao paal ke bara kro aur kal ko aulaad jote maare boodhe maa baap ko.,"{'id': '492', 'text': 'Having children is such a burden and waste of life. Khilao pilao paal ke bara kro aur kal ko aulaad jote maare boodhe maa baap ko.', 'labels': [{'start_index': '0', 'end_index': '50', 'text_fragment': 'Having children is such a burden and waste of life', 'technique': 'Exaggeration/Minimisation'}, {'start_index': '100', 'end_index': '110', 'text_fragment': 'jote maare', 'technique': 'Loaded Language'}, {'start_index': '111', 'end_index': '126', 'text_fragment': 'boodhe maa baap', 'technique': 'Name calling/Labeling'}]}",0,Having children is a burden and a waste of life. Feed Paleo Pal Bara Karo and call old shoes to old parents.
493,Stop spending millions of dollars to save endangered animals. Itne toh hain. Pehle insaanon ko toh bacha lo har roz hazaron mar jate hain.,"{'id': '493', 'text': 'Stop spending millions of dollars to save endangered animals. Itne toh hain. Pehle insaanon ko toh bacha lo har roz hazaron mar jate hain.', 'labels': [{'start_index': '0', 'end_index': '60', 'text_fragment': 'Stop spending millions of dollars to save endangered animals', 'technique': 'Exaggeration/Minimisation'}, {'start_index': '0', 'end_index': '137', 'text_fragment': 'Stop spending millions of dollars to save endangered animals. Itne toh hain. Pehle insaanon ko toh bacha lo har roz hazaron mar jate hain', 'technique': 'Presenting Irrelevant Data (Red Herring)'}, {'start_index': '124', 'end_index': '137', 'text_fragment': 'mar jate hain', 'technique': 'Loaded Language'}, {'start_index': '42', 'end_index': '60', 'text_fragment': 'endangered animals', 'technique': 'Name calling/Labeling'}, {'start_index': '77', 'end_index': '137', 'text_fragment': 'Pehle insaanon ko toh bacha lo har roz hazaron mar jate hain', 'technique': 'Exaggeration/Minimisation'}]}",0,"Stop spending millions of dollars to save endangered animals. Are these? Save the human first, thousands are killed every day."
494,Islam is such a regressive religion for giving man superiority over women. Matlab aap ki tangon ke beech kiya hai usse aap ka rutba decide kya jaye ga lmao.,"{'id': '494', 'text': 'Islam is such a regressive religion for giving man superiority over women. Matlab aap ki tangon ke beech kiya hai usse aap ka rutba decide kya jaye ga lmao.', 'labels': [{'start_index': '0', 'end_index': '35', 'text_fragment': 'Islam is such a regressive religion', 'technique': 'Name calling/Labeling'}, {'start_index': '0', 'end_index': '155', 'text_fragment': 'Islam is such a regressive religion for giving man superiority over women. Matlab aap ki tangon ke beech kiya hai usse aap ka rutba decide kya jaye ga lmao', 'technique': 'Exaggeration/Minimisation'}]}",0,Islam is such a regressive religion to give priority to men over women. What is the middle of your narrowness will be decided by your rank.
495,"I don't know why divorce is such a big deal for people. Bhai nhi bani do logon mein toh alag ho gaye, itni si baat hai. Itna tamasha kyu banate ho.","{'id': '495', 'text': ""I don't know why divorce is such a big deal for people. Bhai nhi bani do logon mein toh alag ho gaye, itni si baat hai. Itna tamasha kyu banate ho."", 'labels': [{'start_index': '0', 'end_index': '118', 'text_fragment': ""I don't know why divorce is such a big deal for people. Bhai nhi bani do logon mein toh alag ho gaye, itni si baat hai"", 'technique': 'Exaggeration/Minimisation'}, {'start_index': '17', 'end_index': '24', 'text_fragment': 'divorce', 'technique': 'Loaded Language'}]}",0,"I don't know why divorce is such a big deal for people. I didn't become a brother, two people got separated, that's all. Why do you become such a joke?"
496,Freedom of speech is a flawed concept. Aise toh koi bhi kisi ko bhi gaalyan bakta rahe rishton mein tameez na rahe.,"{'id': '496', 'text': 'Freedom of speech is a flawed concept. Aise toh koi bhi kisi ko bhi gaalyan bakta rahe rishton mein tameez na rahe.', 'labels': [{'start_index': '0', 'end_index': '37', 'text_fragment': 'Freedom of speech is a flawed concept', 'technique': 'Name calling/Labeling'}, {'start_index': '0', 'end_index': '114', 'text_fragment': 'Freedom of speech is a flawed concept. Aise toh koi bhi kisi ko bhi gaalyan bakta rahe rishton mein tameez na rahe', 'technique': 'Obfuscation, Intentional vagueness, Confusion'}, {'start_index': '68', 'end_index': '75', 'text_fragment': 'gaalyan', 'technique': 'Loaded Language'}]}",0,"Freedom of expression is a false concept. In such a way, no one should keep abusing anyone and not distinguish between relationships."
497,Gay sex is the main reason for HIV AIDS. Khuda ki bnaye hue tareqon ke khilaf jaoge toh zalalat hi mile gi.,"{'id': '497', 'text': 'Gay sex is the main reason for HIV AIDS. Khuda ki bnaye hue tareqon ke khilaf jaoge toh zalalat hi mile gi.', 'labels': [{'start_index': '0', 'end_index': '106', 'text_fragment': 'Gay sex is the main reason for HIV AIDS. Khuda ki bnaye hue tareqon ke khilaf jaoge toh zalalat hi mile gi', 'technique': 'Appeal to fear/prejudice'}, {'start_index': '0', 'end_index': '39', 'text_fragment': 'Gay sex is the main reason for HIV AIDS', 'technique': 'Exaggeration/Minimisation'}, {'start_index': '0', 'end_index': '7', 'text_fragment': 'Gay sex', 'technique': 'Loaded Language'}, {'start_index': '31', 'end_index': '39', 'text_fragment': 'HIV AIDS', 'technique': 'Loaded Language'}]}",0,"The main cause of HIV AIDS is homosexuality. They are created by God, if you go against the Tariqs, you will be humiliated"
498,Pornography is the reason why rape has become so common in Pakistan. Jab har waqt ye ghalazat dekhein ge toh asal zindagi mein bhi yehi krein ge na.,"{'id': '498', 'text': 'Pornography is the reason why rape has become so common in Pakistan. Jab har waqt ye ghalazat dekhein ge toh asal zindagi mein bhi yehi krein ge na.', 'labels': [{'start_index': '0', 'end_index': '11', 'text_fragment': 'Pornography', 'technique': 'Loaded Language'}, {'start_index': '0', 'end_index': '67', 'text_fragment': 'Pornography is the reason why rape has become so common in Pakistan', 'technique': 'Exaggeration/Minimisation'}, {'start_index': '30', 'end_index': '34', 'text_fragment': 'rape', 'technique': 'Loaded Language'}, {'start_index': '69', 'end_index': '147', 'text_fragment': 'Jab har waqt ye ghalazat dekhein ge toh asal zindagi mein bhi yehi krein ge na', 'technique': 'Exaggeration/Minimisation'}]}",0,"Pornography is the reason why rape is so common in Pakistan. When you see this nonsense all the time, it will happen in real life too, won't it?"
499,It has become really difficult to find a good character woman. Ziada tar toh har hafte boyfriend badalti hain bc.,"{'id': '499', 'text': 'It has become really difficult to find a good character woman. Ziada tar toh har hafte boyfriend badalti hain bc.', 'labels': [{'start_index': '110', 'end_index': '112', 'text_fragment': 'bc', 'technique': 'Loaded Language'}, {'start_index': '41', 'end_index': '61', 'text_fragment': 'good character woman', 'technique': 'Name calling/Labeling'}, {'start_index': '63', 'end_index': '112', 'text_fragment': 'Ziada tar toh har hafte boyfriend badalti hain bc', 'technique': 'Exaggeration/Minimisation'}]}",0,It has become really difficult to find a woman of good character. Most of them change boyfriend every week bc.
500,This hook up culture is another name for casual sex and fucking around. Shaadi karni nhi hoti har mahinay aik naye larki larki se yaari lagani hoti hai.,"{'id': '500', 'text': 'This hook up culture is another name for casual sex and fucking around. Shaadi karni nhi hoti har mahinay aik naye larki larki se yaari lagani hoti hai.', 'labels': [{'start_index': '0', 'end_index': '70', 'text_fragment': 'This hook up culture is another name for casual sex and fucking around', 'technique': 'Name calling/Labeling'}, {'start_index': '41', 'end_index': '51', 'text_fragment': 'casual sex', 'technique': 'Loaded Language'}, {'start_index': '5', 'end_index': '20', 'text_fragment': 'hook up culture', 'technique': 'Name calling/Labeling'}, {'start_index': '56', 'end_index': '63', 'text_fragment': 'fucking', 'technique': 'Loaded Language'}, {'start_index': '71', 'end_index': '151', 'text_fragment': ' Shaadi karni nhi hoti har mahinay aik naye larki larki se yaari lagani hoti hai', 'technique': 'Exaggeration/Minimisation'}]}",0,"This hookup culture is another name for casual sex and hanging out. You don't have to get married, you have to hook up with a new larky larky every month."
501,"Mr. Fitna Niazi is such a hypocrite liar. His lies are so evident. He says 4 bullets hit him. Wow what a hollow and baseless claim.

What a pathetic liar.
Scripted
NoFaceSavingForFitna
LongMarchConspiracyExpose","{'id': '501', 'text': 'Mr. Fitna Niazi is such a hypocrite liar. His lies are so evident. He says 4 bullets hit him. Wow what a hollow and baseless claim.\n\nWhat a pathetic liar.\nScripted\nNoFaceSavingForFitna\nLongMarchConspiracyExpose', 'labels': [{'start_index': '0', 'end_index': '15', 'text_fragment': 'Mr. Fitna Niazi', 'technique': 'Name calling/Labeling'}, {'start_index': '0', 'end_index': '40', 'text_fragment': 'Mr. Fitna Niazi is such a hypocrite liar', 'technique': 'Name calling/Labeling'}, {'start_index': '0', 'end_index': '130', 'text_fragment': 'Mr. Fitna Niazi is such a hypocrite liar. His lies are so evident. He says 4 bullets hit him. Wow what a hollow and baseless claim', 'technique': 'Smears'}, {'start_index': '105', 'end_index': '130', 'text_fragment': 'hollow and baseless claim', 'technique': 'Name calling/Labeling'}, {'start_index': '140', 'end_index': '153', 'text_fragment': 'pathetic liar', 'technique': 'Name calling/Labeling'}, {'start_index': '164', 'end_index': '184', 'text_fragment': 'NoFaceSavingForFitna', 'technique': 'Slogans'}, {'start_index': '185', 'end_index': '210', 'text_fragment': 'LongMarchConspiracyExpose', 'technique': 'Slogans'}, {'start_index': '26', 'end_index': '35', 'text_fragment': 'hypocrite', 'technique': 'Loaded Language'}, {'start_index': '36', 'end_index': '40', 'text_fragment': 'liar', 'technique': 'Loaded Language'}, {'start_index': '46', 'end_index': '50', 'text_fragment': 'lies', 'technique': 'Loaded Language'}]}",0,"Mr. Fitna Niazi is such a hypocritical liar. His lie is very obvious. He says he got 4 shots. Wow what a hollow and baseless claim.

What a pathetic liar.
Script
NoFaceSavingForFitness
Long March Conspiracy Exposed"
502,Marnay ko beecharay ghareeb Soldiers aur Liutenants and Majors ranks ke logg hn aur GHQ mein beth kr Chand Generals mazay karein.,"{'id': '502', 'text': 'Marnay ko beecharay ghareeb Soldiers aur Liutenants and Majors ranks ke logg hn aur GHQ mein beth kr Chand Generals mazay karein.', 'labels': [{'start_index': '0', 'end_index': '6', 'text_fragment': 'Marnay', 'technique': 'Loaded Language'}, {'start_index': '0', 'end_index': '128', 'text_fragment': 'Marnay ko beecharay ghareeb Soldiers aur Liutenants and Majors ranks ke logg hn aur GHQ mein beth kr Chand Generals mazay karein', 'technique': 'Smears'}, {'start_index': '0', 'end_index': '129', 'text_fragment': 'Marnay ko beecharay ghareeb Soldiers aur Liutenants and Majors ranks ke logg hn aur GHQ mein beth kr Chand Generals mazay karein.', 'technique': 'Exaggeration/Minimisation'}, {'start_index': '20', 'end_index': '36', 'text_fragment': 'ghareeb Soldiers', 'technique': 'Name calling/Labeling'}]}",0,The poor poor soldiers and lieutenants and majors in the ranks of the log and a few bait generals in the GHQ will be amused to die.
